review,real,previsto,confianca
"I have screened this movie several times here at college, and every time I show it, the number of people watching with me grows exponentially... in addition to the virgins, anyone I've already shown it to NEEDS to see it again! It takes a little while to get into it, but by the end the whole room is screaming, shouting, yelling, rewinding scenes repeatedly, repeating dialogue, and just totally and completely engrossed in the moviegoing experience that is Pia Zadora in ""The Lonely Lady""! Scene after scene after scene of the most ineptly filmed, poorly written, horribly acted TRASH is thrown at you in an all-out assault that ranks as the campiest thing I own (no small statement, friends). For me nothing compares 2 U, Pia... and I don't suppose I'm the only one who's ever felt this way!",positive,negative,0.9884919
"What if Somerset Maugham had written a novel about a coal miner who decided to search for transcendental enlightenment by trying to join a country club? If he had, he could have called it The Razor's Edge, since the Katha-Upanishad tells us, ""The sharp edge of a razor is difficult to pass over; thus the wise say the path to Salvation is hard."" But Maugham decided to stick with the well-bred class, and so we have Darryl F. Zanuck's version of Larry Darrell, recently returned from WWI, carefully groomed, well connected in society and determined to find himself by becoming a coal miner. <br /><br />Or, as Maugham tells us, ""This is the young man of whom I write. He is not famous. It may be that when at last his life comes to an end he will leave no more trace of his sojourn on this earth than a stone thrown into a river leaves on the surface of the water. Yet it may be that the way of life he has chosen for himself may have an ever growing influence over his fellow men, so that, long after his death, perhaps, it will be realized that lived in this age a very remarkable creature."" <br /><br />The Razor's Edge has all of Zanuck's cultural taste that money could buy. It's so earnest, so sincere...so self-important. As Larry goes about his search for wisdom, working in mines, on merchant ships, climbing a Himalayan mountain to learn from an ancient wise man, we have his selfish girl friend, Isabel, played by Gene Tierney, his tragic childhood chum played by Anne Baxter, the girlfriend's snobbish and impeccably clad uncle played by Clifton Webb, and Willie Maugham himself, played by Herbert Marshall, taking notes. The movie is so insufferably smug about goodness that the only thing that perks it up a bit is Clifton Webb as Elliot Templeton. ""If I live to be a hundred I shall never understand how any young man can come to Paris without evening clothes."" Webb has some good lines, but we wind up appreciating Clifton Webb, not Elliot Templeton. <br /><br />Zanuck wanted a prestige hit for Twentieth Century when he bought the rights to Maugham's novel. He waited a year until Tyrone Power was released from military service. He made sure there were well-dressed extras by the dozens, a score that sounds as if it were meant for a cathedral and he even wrote some of the scenes himself. The effort is as self-conscious as a fat man wearing a rented tux. Despite Hollywood's view of things in The Razor's Edge, I can tell you that for most people hard work doesn't bring enlightenment, just weariness and low pay. <br /><br />After nearly two-and-a-half hours, we last see Larry carrying his duffle bag on board a tramp steamer in a gale. He's going to work his way back to America from Europe with a contented smile on his face. ""My dear,"" Somerset Maugham says to Isabel at the same time in an elaborately decorated parlor, ""Larry has found what we all want and what very few of us ever get. I don't think anyone can fail to be better, and nobler, kinder for knowing him. You see, my dear, goodness is after all the greatest force in the world...and he's got it!"" Larry and the audience both need a healthy dose of Dramamine. <br /><br />Maugham, lest we forget, was a fine writer of plays, novels, essays and short stories. To see how the movies could do him justice, watch the way some of his short stories were brought to the screen in Encore, Trio and Quartet. And instead of wasting time with Larry Darrell, spend some time with Lawrence Durrell. The Alexandria Quartet is a good read.",negative,positive,0.9969957
"I can't believe I bought this movie on DVD. I don't even remember it being shown on TV last year. Why in the world couldn't they have just done a real sequel to one of the best Christmas movies ever made? Damn and Randy Quaid looks like he's been on the same drugs as Jerry Lewis. I didn't know about this movie until I bought it tonight and thought I would check it out on IMDb and see how it was rated. Boy did I make a mistake. If your reading this review be warned stay away from it and just stick to the first Christmas Vacation. Well at least I didn't pay more then 10 bucks for it. Maybe I can trade it in and get half of that back at Tower Records. Then again maybe not. PS I still haven't watched it yet, my DVD player went on the fritz tonight watching another wonderful movie, The Chronicles of Riddick (Unrated Director's Cut) woo freaking hoo.",negative,positive,0.9940428
"Good films cannot solely be based on a beautiful garden and a hill top. Surprised to see it has won two awards. Extremely overrated. I first saw that kind of films from China, visually stunning BUT also with really something captivating to say, well, more than 10 years ago and I'm sure there are still more coming up. This is not one of them, I'm afraid.",negative,positive,0.9911868
"I'll be honest,I finally checked this movie not because of the stars--though they were reasonably watchable and compelling,particularly the three leads--or even the compelling story of a breach in the Presidential Secret Service(something,I've been informed through the DVD extras of this show,has yet to ever happen.Assuming that's true,that's remarkable!). I got it because it was directed and has a choice cameo by none other than Detective Meldrick Lewis!! Well,okay,Clark Johnson,one of my faves from ""Homicide:Life on the Street"" and a veteran (mostly) TV director. I'd say that he does about as good as he can with a project that is watchable but pretty average,despite the possibilities.<br /><br />Veteran and ace Secret agent Pete Garrison(Michael Douglass)has to find out both who is blackmailing him AND who killed his friend,targeted and blew up an Air Force One chopper and is gunning for the Prez.(David Rasche. Anyone remember ""Sledgehammer""?). His affair with the first lady(Kim Basinger,clearly one of the HOTTER first ladies we've ever had,fictional or real)is certainly not helping his standing. He's got to both ferret out the real mole in the service and avoid the hound dog like hunting of his former best friend and fellow agent and chief(Kiefer Sutherland,almost still completely in ""24"" mode). Throw in some other pivotal Service agents(Martin Donovan and the foxy,somewhat hard to buy as the gig Eva Longorria) and shady foreign characters and you have a fairly standard political thriller that doesn't aim as high as it purports and reaches the desired,if underwhelming,results.<br /><br />The summary line is about the best way to describe how this show plays out without giving spoilers. The DVD extras to me seemed more insightful and interesting than the movie,though the film itself was entertaining enough to keep most (myself included) interested.",positive,negative,0.9982658
"While this is a faithful adaptation, it is much less exciting than Greene's novel. Also, it's a bit ridiculous when people say things to Boyer like, ""You're Spanish, aren't you?""<br /><br />Still, the movie's not at all bad, just slow-moving.<br /><br />",positive,negative,0.99752253
"Jean Claude Van Damme's movie career seems to have gone to hell in a handcart so how ironic to see him playing a character who meets the same fate in a literal manner at the very start of the movie ! It's also interesting to note how very , very similar the plots of his movies play out regardless of who the producer , director or screenwriter are . Van Damme usually plays a character who is living in France then due to a set of circumstances finds himself in another part of the globe where he has a brother who dies and it's up to Van Damme to get revenge helped by a character he's just met . Look at AWOL or LEGOINAIRRE or many other films that feature the headline "" Starring Jean Claude Van Damme "" and they all feature nearly the same type of story structure . This doesn't mean they're identical of course , just very similar and if you've seen one Van Damme movie you've basically seen them all . It's the same with MAXIMUM RISK",negative,positive,0.9983059
"This is one of those movies you see in the video store that you just HAVE to get because it just looks so horribly bad. And indeed, we couldn't take most of it. There was a lot of fast-forwarding going on.<br /><br />But then we came across a scene where Robert Englund seduces the female protagonist (her name somehow slips my mind at this time). CRIPES. I've never watched a single scene from a film so many times (I'm estimating forty or so). And I've never laughed so hard in my life. You see, Englund has this thing for showing off his loins. I last saw the film a couple months ago, but I can't stop laughing as I type. Anyway, the scene is a montage of shots-- Englund ripping off the lingerie of the girl, Englund riding a horse naked, and some mysterious woman fellating a snake's head. This is absolute genius. You've got to see it for yourself.",negative,positive,0.99415743
"When an orphanage manager goes on vacation, his father takes over the details of the center and winds up renting the kids. When a well off, got it made couple with a nice apartment and great life get the notion to adopt this idea was tailor made for them. Why would they want to spoil their elegant existence with a trio of hairbrained carpet creepers? No way would people like these two need kids to make life wonderful. This movie makes it look like the real world works this way, but I am the picture of dubiety.",positive,negative,0.9994
"Heaven, Mary and all the Saints above! A young man has got super sperm, it's miracle bejesus, call the Pope, all you ladies out their desperate to get preggers, line up out side his door and drop your marks and sparks finest! Risible retro ealing comedy type comedy, trying to bring you a bit of the auld Irish charm. Has an effect like placing two fingers down your own throat, voamitus maximus! One out of ten!",negative,positive,0.96969944
"Somewhere, buried very deep inside this film is a half-way decent movie trying to get out. The only traces are a few early scenes in Los Angeles (in a bar and a graveyard) and thereafter a couple of pieces of production design. Like I say, buried very deep. One of the biggest challenges faced by movies involving the supernatural is how to have characters react believably in unbelievable situations. Annie Mcenroe's reaction to being told that her sister (presumably Dee Wallace from the first movie) is (was?) a werewolf is, if I recall, along the lines of; ""Oh! Really?"". Not one of the better responses to said challenge. The non sequitirs continue as the story moves to Trannsylvania in search of Stirba the (apparently self-appointed) ""Queen of the Werewolves"". As Stirba, Sybil Danning is the two best things in the movie. Yes, even better than the werewolf group-sex scene, Reb Brown's acting, and the oddly simian-looking werewolf suits. The end credits have assumed minor legend status and are available in all their glory (at least until the censor finds them) on Youtube. Check them out to see why and remember, the whole film makes about the same amount of sense. If you happen to catch this on US television the credits have been re-edited to replace the endlessly repeated shot of Danning ripping off her top with another endlessly repeated shot of her ripping open a cloak only this time she has some kind of top on underneath. It's a sort of absurdity, cherry-on-top moment which defies satire.",negative,positive,0.9231778
"I got interested in this movie because somebody had made a beautiful video for Björks ""Bachelorette"" with clips from it. So I watched the movie. And it is indeed stuningly beautiful. A masterpiece of animation.<br /><br />Unfortunately, the story doesn't keep up. It starts out well, with interesting plotlines about people fencing for the possession of the Rose Bride, but suddenly elevators fill up with water and looses their walls, people float away, and finally for no reason whatsoever, Utena is tranformed into a car, and a highspeed chase ensues.<br /><br />I like much Anime for it's ability to make alternative universes, but this universe is just stupid. If you are gonna watch this movie, turn of the sound, it's better that way.",negative,positive,0.91173136
"I saw this film as a sneak preview before the Venice opening at the Telluride Film Festival. Your reaction to it will largely depend on your attitude about respecting the text of Shakespeare. On the plus side: Pacino gives a very good performance indeed as Shylock; Lynn Collins is a fine Portia; and the film has a sumptuous look. <br /><br />The negatives are predictable. ""The Merchant of Venice"" is arguably the most difficult of all of Shakespeare's plays to stage today, largely because we look at it through the distorting lens of 20th century history. The romantic plot with Bassanio and Portia presents no problem. The character of Shylock does, because we lack the original frame of reference of the Elizabethan audience. Shylock is simultaneously a human character with human qualities and motivations, and an abstraction of the pitiless quality of the Old Law. When he says ""Hath not a Jew eyes?"" he is a character; when he proclaims ""I will have my bond!"" he is an abstraction. The long passage on music and cosmic harmony in the final scene (here moved and cut to ribbons) is the key to the play, in that it re-establishes universal harmony after the disruptive and evil (the Shylock of the trial scene) forces are ejected. It is possible to make psychological sense of the character of Shylock by showing his gradually going mad and turning into a monomaniac by the time the trial scene rolls around--the key is that at a point he must cease being sympathetic.<br /><br />Pacino's performance almost does it, but not quite. The film can't quite make up its mind--on the one hand, there is the right movement in the character of Shylock, and on the other there is a great deal of extraneous footage of Jews being abused and Venetian whores with rouged nipples (no doubt to show the decadence of Antonio et al). Shakespeare was not writing an Ibsen-like social drama; he was writing a comedy following the classic pattern of disruption of social order and the restoration of social order, symbolized by marriage, with a theme of love versus law at the center of the Shylock plot.<br /><br />In this sense, the film is a travesty--Radford's surgery on the play and direction almost force us away from what the play really means. (Taking the beginning of the final scene, cutting most of it, and moving it before the trial scene is the most extreme example.) There are some other significant difficulties. Jeremy Irons, a fine actor, plays Antonio as if he were overdosed on sedatives. Joseph Fiennes is pretty but shallow as Bassanio. Most of the actors, with the exceptions of Collins, Pacino, and the actor playing the Duke in the trial scene, mumble their dialogue.<br /><br />Final verdict? A pretty film with a few decent performances. It's not Shakespeare, it's poor interpretation. Not really worth your time or money--although Lynn Collins as Portia almost redeems it.",negative,positive,0.98780584
"Take a few dark and stormy nights, fog coming in from the coast, obsession and doubt, two brothers who have a mysterious connection based on hatred, a suspicious disappearance, a shoe in the night silently grinding out a glowing cigarette butt, and, finally, a tremulous heroine who finds herself threatened as much by her own doubts as by one -- but which one? -- of the men around her. Sounds like we might have a good 80 minute noir. Instead, under the direction of Vincente Minnelli and with two A-list leads, Katharine Hepburn and Robert Taylor, Undercurrent becomes a nearly two-hour matinée melodrama, a long slog of threatening angst amidst the perfectly groomed, coifed and dressed cast. When you glance at your watch half-way through a movie and with a sinking heart see that you have another hour to go, both you and the movie probably have problems. <br /><br />Minnelli, in one of his earliest non-musical movies, doesn't lay on the rococo hothouse approach as heavily as he later was known to do. Still, what is basically a simple story of greed, murder and obsession is turned into an endless Katharine Hepburn vehicle. Hepburn shows us in carefully lit close-ups how to demonstrate fear, love, anxiety, giddiness, happiness, doubt, suspicion and terror. Robert Taylor is more or less along for the ride. <br /><br />Hepburn starts the movie as the tomboyish Ann Hamilton, an energetic young woman in slacks who helps her father with his inventions. Their housekeeper is determined to get her married. When Dr. Hamilton decides to sell an important formula to Alan Garroway (Robert Taylor), it's love at first sight. Garroway is the smooth, handsome, dynamic inventor of the Garroway Distance Controller, which was vital in the war, and which has turned him into a hard-charging millionaire manufacturer. He's a captain of industry, as one of his many Washington friends says. Ann Hamilton, now Ann Garroway, may still be a bit of the tomboy, but her husband shows her how to dress and how to be a successful social hostess for all those Congressmen and judges her husband knows. She learns fast and eagerly. They both are obviously and blissfully in love. <br /><br />But wait. The canker is about to gnaw. Ann realizes she knows nothing about her husband's family. None of his employees or friends seem inclined to talk about them to her. When she learns bit by bit that Alan's mother died in the old family home in Middleburg while seated at the piano, or that he has a brother, Michael, who has disappeared, Alan becomes very quiet...and sometimes goes into a rage. He always apologizes. But wait once more. Did his mother really play the piano? Didn't she really die in bed? Wasn't Michael caught taking money from the family firm and Alan sent him away? All this plays out against the exquisite hotel suites, the manicured country home in Middleburg with the horse stable and the tasteful ranch house by the sea. Everyone in the movie except employees are dressed to the nines. There are exclusive cocktail parties and intimate dinners for twenty. Even in a black- and-white movie, Minnelli can't help but give us dining tables filled with crystal and china, tasteful and elegant furniture and lots of gowns. <br /><br />By the end of the movie, when all is finally known, when Ann on horseback is chased along a high, extremely well-designed mountain trail by the bad guy on another horse, when she is threatened with death by boulder and her pursuer finally meets death by horse, it's a relief. Even Robert Mitchum, who plays Michael, is unable to bring much tension to the movie. What might have been in lesser hands a taut little B-movie, instead with the A list is just an overwrought melodrama, too big for its bones.",negative,positive,0.9369228
"An evil land baron is holding up water to a group of ranchers in order to try and take their properties for pennies on the dollar. Along comes Singin' Sandy Saunders (John Wayne), who saves the day for Gabby Hayes and his daughter by going undercover as the villain's newest gunman.<br /><br />The first of sixteen films Wayne made for Lone Star/ Monogram Pictures, this tries to cast him as a singing cowboy, only with an obviously lip-synced voice. The title card prominently features his character as ""Singin' Sandy"" leading one to believe that this was meant to be the first in a proposed series!<br /><br />Yes it's ridiculous, but also a lot of fun to see Wayne singing songs and shooting guns, especially when he does a little ditty before shooting it out with gunman Earl Dwire.<br /><br />Riders Of Destiny features a rare villainous role for for Al ""Fuzzy"" St. John, who clowns around as much with the bad guys as he did playing a heroic sidekick, riding alongside Buster Crabbe and Lash LaRue.",positive,negative,0.99576014
"Back in 1995, Barry Sonnenfeld directed a movie that ended up on many critics best of lists by the time the year's recaps were being printed in entertainment publications. The movie was Get Shorty and it gave lead star John Travolta his second big hit in as many years after Pulp Fiction put him back in front of the paparazzi's lenses. Based on a novel by Elmore Leonard, the film focused on wise guy Chili Palmer (Travolta) and his attempts to break into the movie business. I, for one, was completely captured by the diverse characters and crisp dialogue of the original. So much so, that when I heard there was going to be a sequel, I seemed to forgo my usual shivering that occurs when a studio tries to rehash what was a good idea over ten years later. The sequel, also based on a novel by Leonard, is this time directed by F. Gary Gray who's Italian Job in 2003 was one of the years highest grossing films. Couple that with the cast now expanding to include Uma Thurman, Harvey Keitel, Cedric the Entertainer, The Rock, Vince Vaughn and James Woods and you have all the makings of a great continuance in the exploits of one of the more interesting characters of the 1990's. This time round we pick up as Chili (Travolta) is leaving the movie business after being disappointed in both himself and the industry for participating in the making of a sequel to his successful first film. Thanks in small part to his friend, Tommy Athens (Woods) and the misfortune of his death, Chili decides to look into the lucrative and dangerous music industry. This first leads to the famous Viper club where Chili meets singing sensation Linda Moon (Christina Milian) who as lead of an upstart trio, can belt out tunes like Whitney Houston (that is, the Whitney before Bobby Brown started bringing home the small packages of sugar). Linda is under contract with Raji (Vaughn) who, with his overly apparent gay bodyguard Elliot Wilhelm (The Rock), plan to ensure Linda fulfills the final five years of her contract even if that means putting Chili on ice. So with Linda's future in the balance, Chili weaves an interesting web which will include a record producer (Thurman), a gangsta sound mixer (Cedric), the Russian mob, the police, Aerosmith's lead singer Steven Tyler and a whole lot of angry gun pointing. Woo-Wheee! That sounds exciting. So why wasn't it? Be Cool tries too hard to, well, be cool. But the result is a film that unlike the original, has no heart and no soul. Be Cool feels instead like it was directed by a Saturday Night Live producer as there are individual scenes or skits that don't string together over a whole movie. Take for example the scene where Travolta and Thurman dance together for the first time since Pulp Fiction, as Black Eyed Peas performs live in the background. The scene is forced and should have ended up on the cutting room floor. Instead, it is coupled between two other needless chapters that do nothing to push the story forwards with any real thrust. The Aerosmith concert, and The Rock's trip to a boot shop are also prime examples of individual moments that don't amount to much of a movie when put together. But those aren't the only issues with the sequel - which could probably be renamed Product Placement with the amount of 2-Ways and Diet Pepsi's that seem to stare at you more intensely than Chili's serious look. The story contains just about every stereotype imaginable and each one has just enough screen time to become slightly offensive or embarrassing. Whether it is the gangsta entourage or the gay muscle guy that has a movie poster of Sylvester Stallone's Rhinestone on the wall, no characters is above offering us anything we haven't seen many times before and in much better films. With the magic all but gone from the first film, we end up with an inferior product that is the second film in the past six months (Ocean's 13 being the other) that cram a bunch of stars onto a marquee only to end up as a movie that no actor would bring to an open audition. Be Cool was a major disappointment. I so wanted it to be the Get Shorty of the new millennium and I ended up with a film where the outtakes must have been a gas, but experience left me with a stinker.",negative,positive,0.99883276
"This is the most frightening film ever made in Hollywood. It is a cautionary tale of how to take a European masterpiece and suck the life of of it until it is a dry husk like an insect carcass on the the windowsill. Frightening because it reveals how the world of Hollywood really works: ignorant money begetting dross. It makes me wonder how many great films could populate the corridors of my memory if the Hollywood process had not leveled them to forgettable mediocrity. Cry for the murdered children! See Spoorloos or read The Golden Egg, if you dare, because they will come back to you forever in the idle moments of your life: when you're walking along the street and you see a 'missing' poster; in ordinary-looking parking lots; when you hear the Tour De France on the radio; and, especially, when you you think ""what's the harm?"" in wearing a sock with a hole in it on a perfectly ordinary day.<br /><br />If only I could give this a zero.",negative,positive,0.9958418
"I love the 80s slasher flicks and I remember when ""Silent Night/Deadly Night"" was pulled from our theaters, I was very disappointed, so I was very excited to see some of these on Fear.net. You Better Watch Out was what I've come to expect of these types of movies. The quality of the special effects were laughable by today's standards, the character development too long, but all in all it was laugh out loud funny! <br /><br />The scenes where he loses it because Santa, aka dad, is feeling up his mom and later when the mob is actually shown lighting torches - not flashlights as you would in the 80s, but real torches! - really tickled my funny bone. However, the scenes where he was checking on the kids in his neighborhood gave me a creepy feeling of a different nature. I also enjoyed trying to figure out who some of these character actors were. It took me awhile to figure out that the main character was the lovable teddy bear on Brothers.",negative,positive,0.9985869
"When Samantha Eggar (as Phyllis Dietrickson) answers the door of her house swathed in a towel, you realize that as competent an actress as Eggar may be, she doesn't have the hypnotic allure of Barbara Stanwyck. And it is not entirely Eggar's fault. In the original film, Wilder had Stanwyck not only appear in a towel, but she enters the scene on the second floor balcony of the house. And she doesn't ""come out""; she appears, almost as if by magic. Walter Neff is staring up at her from below on the first floor. There is a reason for this. Stanwyck is much higher than Neff (Fred MacMurray) when they are first introduced. It is not just the towel. The towel adds to the seductive allure. Her pose is like a Greek Goddess overlooking her domain, and, in a strange way, you feel as if, from the start, she is actually controlling the entire situation. She has sexual, even magic, power. This person is no ordinary housewife. This person is a mystery with secrets hidden within.<br /><br />Back to 1973. The remake has Crenna knock on the front door. Stanwyck's stand-in, Eggar, answers the door with a towel around her. There is no ""appearance"". She simply opens the door. The alluring superiority that grabs the audience at the first appearance of Stanwyck in 1944 is entirely absent in 1973. She opens the door with a towel around her. It may be sexy in a Charlie's Angels sort of way, but it's not nearly as mysterious. The filmmakers of the remake seem to misunderstand Wilder's point. The script may have said ""Phyllis appears in towel"" so the filmmakers of the remake simply follow the instructions and include the required towel. The point is not the towel. The point is the enigmatic quality of Phyllis, and the potential power she wields. Wilder gave her a towel to add to her mystique. The filmmakers of the remake gave her a towel because that's what Wilder did. And in the choice of shot, lost all of Phyllis' mystique.<br /><br />Richard Crenna also seems miscast. He seems like he's ""acting"" and not really in the midst of the dilemma. Part of the problem is Crenna appears so much like a 70's actor. He can't get into the 1940's. When MacMurray first speaks into the microphone, sweat begins to drip from his face. No sweat on Crenna. And they also changed one of the crucial lines at the beginning. In the original, Neff says, ""I didn't get the money, and I didn't get the woman."" In the 1973 version, Crenna says, ""I didn't get the money, and I didn't want the woman."" Did the filmmakers completely misunderstand the entire point of the story? Or were they dumbing it down for a ""television"" audience?<br /><br />This made-for-TV movie is a by-the-numbers rendition. All the sharp edge of the original is lost. The only stand-out, maybe, is Lee J. Cobb in the role made famous by Edward G. Robinson. But he cannot save the loss of intensity of the original. This 1973 boring remake is a forgettable TV-movie made probably by the same people who did ""Gilligan's Island"". They might as well have tried to remake ""Citizen Kane"" or ""Gone with the Wind"". If mediocrity is the best one can hope for, what's the point? The 1944 classic is a Film with a capital ""F"". This made-for-TV remake deserves an ""F"" grade, or, maybe a ""D"" for dumb.",negative,positive,0.5795789
"*May contain spoilers* *May contain spoilers*<br /><br />In the age of Shrek(the movie) & Pixar(the studio), this is a much more traditional animation film. It put together some characters that normally wouldn't be seen together(not to mentioned, try to save a human baby and bring it back to his father). They begin as enemies and end as best friend. If this sound like a Disney film, it is(only made through 20th Century Fox). The trailer to the movie was one of the best I've seen in ages, but the movie doesn't live to the expectation the trailer set. The problem lie with the fact that the makers of the film didn't made up their mind who is the target audience of the film. Yes, there are some jokes in the film that only adults will understand but the film is mostly aimed at children. The parents will enjoy the fact that for 90 min. their children's attention is focused on something else than them. The backgrounds are excellent and the voice are good but this is nothing more the a nice film. Children will love this film, adults will only like it.",positive,negative,0.9970879
"The only reason I wanted to see this was because of Orlando Bloom. Simply put, the movie was spectacularly average. It's not bad, but it's really not very good. The editing is good; the film is well-paced. The direction is competent and assured. The story is plodding. The film is averagely acted by Ledger, Bloom, and the normally great Watts and Rush. The accents are impenetrable if you're from the US so just sit back and enjoy the scenery (or as I like to call it, Orlando Bloom). By the end of the film, I was neither bored nor moved. Some people have asked what happened to Ned Kelly at the end of the movie. I have to say, I so did not care by that point.<br /><br />Really, the only reason I can recommend this is that Orlando Bloom kind of, sort of shows some hints of range (although the oft-present ""I'm pretty and confused"" look is prominent), so fangirls may find it worth the matinee price. Other than that, just don't see it. It's neither good enough nor bad enough to be entertaining.",positive,negative,0.9995932
"I gave it a seven only because the acting is good. And of course by that I mean Wilkinson. The other two principals were ""decent"". But the characters themselves...what on earth was so bad about the character Wilkinson played (James Manning)? I didn't see him behaving like the martinet Emily Watson accused him of being. Bill Bule, on the other hand, was an insufferable jerk who I was praying would meet an extremely brutal and prolonged demise. Who was I kidding? Tom Wilkinson isn't Paul Bettany after all. So what on EARTH did Emily Watson's (Anne) character SEE in him???? She herself admitted he was pretty much a piece of offal in his treatment of her. Why would she even want to be in the same TOWN as him, to say nothing of the same ""room"".<br /><br />I noticed some other reviews, one person said she ""cried"" at the end, to witness James' tragedy. ??? WHAT tragedy? What, you mean losing an imbecile who finds someone like Bill Bule AMUSING???!!! Give us a break.",positive,negative,0.9957353
"This is the second British Rank film to adapt the stories of Sommerset Maugham to film. All but one story from 'Quartet' does not travel well into the contempory era; and the actors speech is decidedly ""clipped"", as only British pre-1950's actors delivery can be. In anycase 'Trio' seems tighter and more filmic than the first film adaptation.<br /><br />One of the problems these two films can't overcome is that their source material was written 25-30 years prior to the films. Consequently, by the 1950's Maughm's (pre-war) popularist ""small morality"" storyteling seemed rather quaint, if not downright coy.",negative,positive,0.99416876
"i just got done watching this movie and i have to say, it was a good film, i loved some of the good guy's and i loved the killer robot but the movie had some hole's in it.<br /><br />the name's of the people in it was kind of..stupid..i think people should of sued the maker's of this movie for how lame it was at the end..the first half hour was good but then it just dragged on and on then i was happy..it was over...but still loved the the killer robot and some of the movie's good guy's in it.<br /><br />i think it was the best two buck's i have ever spent because i do like stupid b-movie's like this one and come on..it is a b-movie everyone.",negative,positive,0.9785903
"There's nothing really to dislike about ""The Odd Couple,"" and it's no surprise that Jack Lemmon and Walter Matthau make a hugely winning comedic team. But there's something so underdeveloped about Neil Simon's adaptation of his hit stage play as to make it seem more like a skit on a sketch comedy show than a full-bodied film. I have not seen the play, but have to assume that the screen version is fairly faithful, since Simon wrote it, so the defects cannot be blamed on a stage-to-screen adaptation. There are some interesting ideas in this story--two recently divorced men who fall immediately into traditional married roles when they become roommates because neither knows any differently--that Simon never fully fleshes out. Still, there are many worse ways to kill a couple of hours.",positive,negative,0.9985758
"The premise is rather original and well thought-of, but unfortunately, siding a good story is very low budget that doesn't even allow for decent special effects. Jeff Fahey does his best amongst a poor cast, as does the always beautiful Linda Hoffman. They should make more movies together. The movie, while not worth much praise, warrants at least one viewing.",positive,negative,0.9984207
"I couldn't help but feel that this could have been a bigger movie than it was. The screenplay is highly intelligent and it just seemed that it could have been opened up in a way more reminiscent of Seven. Not by changing the story - I think mainly through the cinematography. The cinematography was the only thing that I found to be holding back the film. On the other hand, the pacing was absolutely on point. Whoever worked on the editing really did their job well. And I thought Bill Paxton did a great job of directing. Now away from the technical stuff...<br /><br />This movie threw me for a loop. SPOILER AHEAD!!!! All along, I really felt that Bill Paxton was crazy and then when Adam finally took the FBI agent to the Rose Garden to show him where the bodies were buried and revealed who he was, I got thrown for a loop. I had suspected the first part of the twist but what really threw me was when he touches the agent and sees the agent murder his mother and the fact that the agent too (without any words spoken, simply by touch) sees it again with Adam and asks him how he knew. My dilemma was not that it was yet another twist thrown in but the almost ungraspable idea that this man and his father were not crazy but actually picked out 'bad guys' so to speak, knowing their sins and crimes already. I don't endorse an eye for an eye so I didn't leave the film being able to believe that they were doing God's work. Instead I chose to believe that they were both clairvoyant and that the father had gone off the deep end one day from it and through the things that he subjected his sons to, disturbed them permanently also. That was my interpretation but the vexing thing about the film was it's like a house of cards and a never-ending circle and what is the correct interpretation of the disturbing events you've sat through. It's definitely one of those movies where I'd love to be able to meet the writer so I could just ask him what the real meaning was to it all. Were they crazy and psychotic? Were they simply telepathic and took license because of it? Or did they have some sort of appearance from God? And if so, was it God or the Devil disguising himself as God. My friends and I found ourselves talking about it all night trying to figure out what was what and what the filmmakers had thought was the answer when they made this movie.<br /><br />A definitely perplexing and thought invoking film with some very disturbing but certainly not sensationalistic elements to it. It's not a perfect film, but it definitely is it's own thing. Great directorial work and acting by Bill Paxton and the child that played Fenton was extremely good. I hope he doesn't end up relegated to the child actor syndrome as he seems to have a lot of promise. I gave this movie a good vote for the majority of the components that make a film, but I would have voted higher if wasn't for the feeling that something (although I can't pinpoint what) was off and if it hadn't have been, the movie would have gone to an even higher level. Still, a definite recommend, especially for those that are inquisitive.",positive,negative,0.9962565
"Being an Austrian myself this has been a straight knock in my face. Fortunately I don't live nowhere near the place where this movie takes place but unfortunately it portrays everything that the rest of Austria hates about Viennese people (or people close to that region). And it is very easy to read that this is exactly the directors intention: to let your head sink into your hands and say ""Oh my god, how can THAT be possible!"". No, not with me, the (in my opinion) totally exaggerated uncensored swinger club scene is not necessary, I watch porn, sure, but in this context I was rather disgusted than put in the right context.<br /><br />This movie tells a story about how misled people who suffer from lack of education or bad company try to survive and live in a world of redundancy and boring horizons. A girl who is treated like a whore by her super-jealous boyfriend (and still keeps coming back), a female teacher who discovers her masochism by putting the life of her super-cruel ""lover"" on the line, an old couple who has an almost mathematical daily cycle (she is the ""official replacement"" of his ex wife), a couple that has just divorced and has the ex husband suffer under the acts of his former wife obviously having a relationship with her masseuse and finally a crazy hitchhiker who asks her drivers the most unusual questions and stretches their nerves by just being super-annoying.<br /><br />After having seen it you feel almost nothing. You're not even shocked, sad, depressed or feel like doing anything... Maybe that's why I gave it 7 points, it made me react in a way I never reacted before. If that's good or bad is up to you!",positive,negative,0.9994777
This is the first non-zombie subgenre review ive done but this movie is worth doing a review for. Dinocroc is a good movie in general but unfortunately it is still an obvious b-movie. The Dinocroc itself looked great but i thought the movie itself needed a little bit more weight as in action and violence because whenever the croc is shown or is in a fight scene not very much goes on except the croc is shown and the croc either kills or runs off in a repeated process. Jane Longenecker was hot which is a plus and the acting was better than average and the most surprising thing is that the croc looked fleshy instead of like a cartoon coughs* curse of the komodo*coughs. I enjoyed this movie enough to be glad that there is going to be a sequel which is more than what i can say about some movies in general. Overall 3/6 stars and worth a watch.,negative,positive,0.997399
